amount,transaction_type,merchant_category,location,card_type,hour,previous_transactions,is_foreign_transaction,fraud
128216,POS,Food,Different City,Credit,22,15,No,0
194003,International,Shopping,Same City,Debit,12,4,Yes,1
42591,POS,Shopping,Same City,Debit,3,1,No,1
129909,Online,Fuel,Same City,Debit,17,13,No,0
77891,Online,Jewellery,Different City,Debit,8,16,No,1
97521,POS,Shopping,Same City,Debit,19,30,No,1
136252,POS,Travel,Same City,Credit,23,23,No,1
35578,Online,Electronics,Same City,Credit,5,4,No,1
1568,Online,Shopping,Different City,Credit,10,3,No,0
122965,POS,Shopping,Different City,Debit,11,20,No,1
50599,Online,Fuel,Different State,Credit,9,11,No,0
105814,International,Travel,Different City,Credit,18,4,Yes,1
56838,Online,Food,Same City,Debit,18,20,No,0
86649,POS,Fuel,Different City,Debit,23,27,No,1
124200,Online,Shopping,Same City,Credit,19,4,No,0
124740,ATM,Food,Different State,Credit,16,25,No,1
174384,POS,Food,Different City,Credit,12,12,No,0
185237,POS,Food,Same City,Credit,19,26,No,1
43646,International,Fuel,Different City,Debit,17,14,Yes,0
65777,POS,Travel,Same City,Credit,0,27,No,1
122278,ATM,Food,Same City,Debit,6,12,No,0
196086,International,Shopping,Same City,Credit,18,9,Yes,1
96796,International,Travel,Same City,Credit,20,8,Yes,1
104510,Online,Electronics,Same City,Debit,18,26,No,0
188327,International,Jewellery,Different City,Credit,15,23,Yes,1
196861,POS,Shopping,Same City,Debit,22,4,No,0
46475,ATM,Shopping,Same City,Debit,1,14,No,1
16438,Online,Fuel,Same City,Debit,20,19,No,0
87306,ATM,Fuel,Same City,Debit,18,23,No,1
135455,Online,Gaming,Same City,Debit,1,2,No,1
199668,POS,Electronics,Same City,Credit,8,19,No,0
132604,Online,Gaming,Different State,Debit,9,8,No,1
30958,Online,Travel,Different City,Credit,14,2,No,0
23840,Online,Shopping,Same City,Debit,0,24,No,0
2836,Online,Food,Same City,Debit,7,9,No,0
168479,International,Fuel,Different City,Debit,9,1,Yes,1
75355,Online,Shopping,Same City,Credit,6,8,No,0
46528,International,Food,Same City,Credit,11,18,Yes,1
168350,POS,Fuel,Different City,Credit,18,12,No,0
149184,Online,Electronics,Same City,Debit,9,6,No,0
132159,POS,Electronics,Same City,Credit,6,8,No,0
68479,Online,Shopping,Different City,Credit,4,14,No,1
97691,POS,Gaming,Different State,Credit,3,20,No,1
2170,Online,Travel,Same City,Debit,5,29,No,0
42762,POS,Shopping,Same City,Debit,14,18,No,0
114124,POS,Travel,Same City,Debit,19,10,No,0
105259,Online,Jewellery,Different State,Debit,16,3,No,1
70711,International,Food,Same City,Credit,9,28,Yes,1
182979,International,Shopping,International,Debit,4,21,Yes,1
14203,International,Food,Different City,Debit,14,12,Yes,0
321,POS,Shopping,Same City,Credit,5,7,No,0
114538,Online,Shopping,Different City,Debit,11,0,No,0
90464,Online,Travel,Same City,Credit,15,21,No,1
121599,POS,Electronics,Same City,Credit,4,12,No,1
74337,ATM,Electronics,Same City,Credit,2,11,No,1
194199,International,Shopping,Different State,Credit,7,11,Yes,1
131553,ATM,Gaming,Different City,Debit,20,7,No,1
49375,Online,Food,Same City,Credit,5,13,No,1
81650,Online,Fuel,Same City,Debit,13,5,No,0
178971,POS,Shopping,Different State,Credit,23,3,No,1
106130,ATM,Shopping,Same City,Credit,12,21,No,1
127538,POS,Electronics,Same City,Credit,13,8,No,0
30497,POS,Fuel,Same City,Credit,15,22,No,0
140353,International,Shopping,Same City,Credit,12,27,Yes,1
39523,Online,Jewellery,Different City,Credit,16,26,No,0
119372,Online,Travel,Same City,Debit,14,11,No,0
157210,POS,Food,Same City,Credit,0,17,No,1
76971,Online,Shopping,Same City,Debit,19,3,No,0
9697,POS,Food,Same City,Credit,4,23,No,0
129455,Online,Food,International,Debit,7,29,Yes,1
192169,ATM,Travel,Same City,Credit,1,4,No,1
189842,POS,Fuel,Same City,Debit,2,10,No,1
196515,Online,Food,Same City,Debit,23,20,No,0
20883,ATM,Food,Same City,Credit,8,9,No,0
141436,ATM,Shopping,Different State,Credit,15,6,No,1
114642,Online,Electronics,Same City,Credit,1,19,No,1
47616,POS,Food,Same City,Credit,13,21,No,0
70106,POS,Electronics,Different City,Credit,7,0,No,0
58048,Online,Food,Different City,Debit,18,13,No,0
86280,POS,Travel,Different City,Credit,10,11,No,0
39887,POS,Electronics,Same City,Debit,21,12,No,0
8558,POS,Gaming,Same City,Credit,11,2,No,0
138929,Online,Food,Same City,Debit,0,4,No,1
43808,POS,Travel,Same City,Debit,9,17,No,0
61630,Online,Travel,Same City,Debit,3,3,No,1
55492,International,Gaming,Same City,Credit,23,12,Yes,1
92381,ATM,Food,Different City,Credit,11,20,No,0
180152,International,Electronics,Same City,Credit,12,7,Yes,1
129817,ATM,Food,International,Credit,5,12,Yes,1
139735,ATM,Electronics,Different City,Debit,3,12,No,1
109702,International,Food,Different City,Debit,4,19,Yes,1
21204,POS,Electronics,International,Credit,7,5,Yes,0
123809,POS,Jewellery,Same City,Debit,20,12,No,1
50702,ATM,Shopping,Same City,Debit,5,15,No,1
52472,Online,Food,Different State,Credit,14,14,No,0
158238,Online,Shopping,Same City,Credit,20,3,No,0
86937,ATM,Fuel,Same City,Debit,2,0,No,1
178888,POS,Fuel,International,Debit,2,25,Yes,1
68265,ATM,Travel,Different City,Debit,17,22,No,0
126140,ATM,Shopping,Different State,Debit,23,24,No,0
104808,POS,Travel,Different City,Credit,3,3,No,1
68912,ATM,Gaming,Different State,Debit,11,13,No,1
37311,International,Electronics,Same City,Credit,20,22,Yes,0
185981,POS,Shopping,Same City,Credit,14,10,No,0
183485,Online,Food,Same City,Credit,16,9,No,1
97316,POS,Electronics,Same City,Debit,18,20,No,0
187029,Online,Food,Different City,Debit,4,19,No,1
100822,Online,Shopping,Different State,Credit,4,18,No,0
95562,POS,Electronics,International,Credit,19,28,Yes,1
90333,POS,Gaming,Same City,Credit,12,27,No,1
170068,Online,Travel,Same City,Debit,0,21,No,1
89849,Online,Shopping,Same City,Debit,23,25,No,1
51727,Online,Travel,Different State,Debit,23,27,No,0
137494,ATM,Electronics,Same City,Credit,20,3,No,0
133116,Online,Travel,Same City,Debit,2,25,No,1
148657,POS,Shopping,Different State,Credit,20,27,No,1
180884,POS,Shopping,International,Credit,8,2,Yes,1
192339,ATM,Shopping,Different State,Credit,1,6,No,1
153631,ATM,Travel,Same City,Debit,1,10,No,1
19250,Online,Shopping,Same City,Credit,17,18,No,0
127824,Online,Shopping,Same City,Debit,23,28,No,1
168560,Online,Fuel,Different City,Credit,0,8,No,1
157741,Online,Gaming,Same City,Credit,9,30,No,1
69358,ATM,Shopping,Same City,Credit,9,20,No,0
198441,International,Travel,Same City,Debit,15,15,Yes,1
17286,ATM,Electronics,Same City,Debit,10,20,No,0
47982,Online,Shopping,Same City,Credit,9,10,No,0
123799,Online,Food,Different City,Credit,4,10,No,1
103971,ATM,Fuel,Different City,Credit,16,15,No,0
109390,ATM,Food,International,Credit,9,11,Yes,1
87583,POS,Fuel,Same City,Credit,18,12,No,0
1587,ATM,Food,International,Credit,4,14,Yes,0
5206,ATM,Shopping,Different City,Credit,11,0,No,0
100345,Online,Travel,Same City,Credit,16,14,No,0
28106,Online,Shopping,Different City,Debit,18,15,No,0
12158,ATM,Food,International,Debit,7,8,Yes,0
153746,Online,Shopping,Different City,Credit,11,14,No,0
29206,POS,Fuel,Same City,Debit,23,13,No,0
39531,POS,Gaming,Different City,Credit,10,18,No,0
173296,Online,Travel,Same City,Credit,2,27,No,1
186589,POS,Jewellery,Same City,Debit,23,28,No,1
84318,POS,Travel,Same City,Debit,22,8,No,0
196092,International,Shopping,Different City,Credit,15,25,Yes,0
138616,Online,Jewellery,Same City,Credit,1,30,No,1
85839,ATM,Travel,Different City,Debit,23,2,No,0
146452,ATM,Travel,Different State,Debit,2,18,No,1
160016,POS,Shopping,Same City,Debit,8,14,No,0
193807,Online,Food,Same City,Credit,14,16,No,0
193944,ATM,Food,Same City,Credit,0,19,No,1
5047,Online,Food,Same City,Debit,18,21,No,0
139656,POS,Gaming,Different City,Credit,11,28,No,1
151319,Online,Electronics,Same City,Credit,0,17,No,1
10442,ATM,Travel,International,Credit,10,29,Yes,0
54837,Online,Shopping,International,Credit,6,24,Yes,1
36095,ATM,Jewellery,Same City,Debit,0,14,No,1
194063,Online,Shopping,Same City,Credit,12,18,No,0
24440,International,Travel,Different City,Credit,5,24,Yes,0
128316,POS,Food,International,Credit,6,2,Yes,1
94434,POS,Travel,International,Credit,12,25,Yes,1
26331,Online,Jewellery,Different State,Credit,20,9,No,0
183919,Online,Gaming,Same City,Credit,8,23,No,1
84843,Online,Fuel,Same City,Credit,16,4,No,0
123258,ATM,Shopping,Different State,Debit,21,9,No,1
108857,ATM,Food,Same City,Credit,4,23,No,1
175387,Online,Fuel,Same City,Credit,15,6,No,0
164021,Online,Fuel,Different City,Credit,0,10,No,0
123439,Online,Fuel,Different State,Credit,12,24,No,1
137779,Online,Shopping,Same City,Credit,13,2,No,0
124799,POS,Food,Different State,Credit,19,25,No,1
81739,POS,Fuel,Same City,Credit,17,11,No,0
175325,POS,Travel,Different City,Debit,6,4,No,0
34128,ATM,Shopping,Different City,Debit,22,12,No,0
161322,Online,Shopping,Same City,Debit,10,22,No,1
175305,POS,Travel,International,Credit,4,10,Yes,1
173430,Online,Electronics,Different State,Debit,12,20,No,0
51977,International,Shopping,Different City,Debit,7,5,Yes,1
3170,POS,Travel,Same City,Debit,18,12,No,0
56418,POS,Food,Same City,Debit,20,24,No,0
88534,Online,Fuel,Same City,Debit,15,24,No,1
173966,Online,Fuel,Different City,Credit,11,13,No,0
142527,Online,Shopping,Same City,Credit,17,22,No,1
91227,Online,Food,International,Credit,16,5,Yes,1
134030,Online,Fuel,Same City,Credit,23,23,No,1
157631,ATM,Travel,Same City,Credit,17,11,No,0
181947,International,Travel,Same City,Credit,5,20,Yes,1
162153,Online,Jewellery,Different City,Credit,19,13,No,1
73086,Online,Jewellery,Same City,Credit,16,13,No,1
122784,Online,Electronics,Same City,Credit,22,17,No,0
54823,International,Gaming,International,Credit,13,4,Yes,1
42109,ATM,Fuel,International,Credit,5,20,Yes,1
155136,Online,Fuel,Same City,Debit,8,4,No,0
32467,POS,Gaming,Different City,Credit,4,21,No,0
85944,Online,Shopping,Same City,Credit,20,19,No,0
173225,Online,Fuel,Same City,Debit,4,2,No,1
197822,International,Food,Same City,Debit,12,26,Yes,1
29679,POS,Food,Same City,Debit,15,24,No,0
137159,Online,Jewellery,Different City,Credit,11,7,No,1
174402,POS,Electronics,Same City,Credit,3,27,No,1
189905,POS,Fuel,Different City,Credit,21,26,No,1
93596,Online,Shopping,Different State,Credit,15,7,No,1
174590,Online,Jewellery,Different State,Credit,19,26,No,1
159123,POS,Jewellery,Same City,Debit,18,26,No,1
25941,POS,Shopping,Different City,Credit,21,22,No,0
110680,ATM,Electronics,Same City,Debit,14,27,No,1
137139,Online,Food,Different State,Debit,13,21,No,1
56733,POS,Shopping,International,Credit,13,25,Yes,0
119801,ATM,Food,Different State,Credit,7,8,No,1
12630,Online,Electronics,Different City,Debit,5,6,No,0
143565,POS,Electronics,Different City,Debit,5,27,No,1
23396,Online,Gaming,Different City,Debit,7,10,No,0
26654,International,Shopping,Same City,Debit,20,5,Yes,0
53092,Online,Electronics,Same City,Debit,11,24,No,0
44282,Online,Shopping,Different City,Debit,22,20,No,0
198482,POS,Shopping,Different City,Credit,2,2,No,1
173951,Online,Food,Different City,Credit,12,4,No,0
27264,ATM,Electronics,Different State,Debit,19,18,No,0
84991,International,Food,Same City,Credit,21,8,Yes,0
58943,ATM,Jewellery,Same City,Credit,20,25,No,1
3355,Online,Jewellery,Different State,Credit,14,13,No,0
149020,Online,Shopping,Same City,Credit,18,28,No,1
101576,POS,Electronics,International,Debit,8,13,Yes,1
61626,Online,Food,International,Credit,22,7,Yes,1
151870,Online,Jewellery,Different State,Credit,15,17,No,1
158458,Online,Food,Different City,Debit,7,14,No,0
14046,POS,Food,Different City,Credit,5,0,No,0
146637,POS,Fuel,Same City,Debit,2,21,No,1
188547,Online,Food,Different State,Credit,19,15,No,1
35058,International,Shopping,Same City,Credit,21,9,Yes,0
149484,ATM,Travel,Same City,Debit,21,18,No,0
1876,International,Shopping,Different City,Credit,2,19,Yes,0
108551,POS,Electronics,Same City,Debit,5,26,No,1
170338,International,Electronics,Same City,Credit,12,18,Yes,1
179761,Online,Food,Different City,Credit,10,5,No,0
93202,Online,Food,Same City,Credit,8,12,No,0
92165,International,Gaming,Same City,Debit,16,8,Yes,0
159001,Online,Travel,Different City,Credit,0,30,No,1
3397,Online,Food,Same City,Debit,18,11,No,0
45291,Online,Gaming,Same City,Credit,11,3,No,0
40646,POS,Gaming,Different State,Debit,5,16,No,1
116781,Online,Shopping,Same City,Debit,3,25,No,1
76496,Online,Electronics,Different City,Credit,3,15,No,1
40798,International,Fuel,International,Debit,17,26,Yes,0
117523,International,Gaming,Same City,Credit,4,7,Yes,1
128751,Online,Food,Same City,Debit,15,25,No,1
173025,POS,Fuel,Same City,Credit,21,20,No,0
138338,POS,Electronics,Same City,Debit,20,6,No,0
35614,Online,Shopping,International,Credit,13,12,Yes,0
6347,POS,Food,Same City,Credit,15,25,No,0
179420,POS,Travel,Same City,Debit,9,28,No,1
149856,POS,Gaming,Different City,Credit,1,30,No,1
49445,Online,Travel,Different State,Debit,13,23,No,0
46837,POS,Electronics,Same City,Credit,14,30,No,0
58182,POS,Shopping,Same City,Credit,20,19,No,1
100104,Online,Electronics,International,Credit,7,21,Yes,1
86804,International,Jewellery,Different State,Credit,12,1,Yes,1
157059,Online,Gaming,Different State,Credit,18,22,No,1
164252,Online,Jewellery,Different City,Debit,13,22,No,0
108533,Online,Fuel,Same City,Debit,8,19,No,1
181640,Online,Electronics,Same City,Debit,7,2,No,0
30319,Online,Electronics,Same City,Credit,5,30,No,0
178595,POS,Electronics,Same City,Credit,18,8,No,0
31400,Online,Fuel,Same City,Credit,15,6,No,0
9457,POS,Shopping,Same City,Debit,5,2,No,0
17768,Online,Gaming,Same City,Credit,19,24,No,1
132120,ATM,Shopping,Same City,Credit,18,0,No,0
89582,ATM,Food,Same City,Credit,20,1,No,0
40233,International,Travel,Same City,Debit,10,21,Yes,0
6734,ATM,Shopping,Same City,Credit,17,5,No,0
83344,Online,Electronics,Same City,Credit,19,23,No,1
84420,Online,Shopping,Same City,Credit,12,0,No,0
101687,ATM,Shopping,Same City,Debit,18,17,No,0
170195,ATM,Travel,Different City,Credit,21,19,No,0
196201,Online,Travel,Same City,Debit,20,14,No,0
40244,POS,Fuel,Same City,Credit,23,5,No,0
101930,International,Fuel,Same City,Credit,9,4,Yes,0
107676,POS,Travel,Same City,Credit,20,11,No,0
106476,Online,Food,Different City,Credit,12,14,No,0
85561,POS,Shopping,Same City,Credit,22,6,No,0
191283,POS,Gaming,Different State,Credit,13,11,No,1
56071,Online,Travel,Same City,Credit,19,13,No,0
57031,Online,Fuel,Different City,Debit,13,5,No,0
6348,POS,Food,Different City,Credit,23,21,No,0
40956,POS,Gaming,Different State,Credit,10,14,No,0
193684,Online,Jewellery,Same City,Debit,19,16,No,1
9354,POS,Electronics,Same City,Credit,1,10,No,0
82228,International,Food,Different City,Debit,9,26,Yes,1
163476,International,Gaming,Different State,Credit,22,5,Yes,1
26707,ATM,Shopping,Different State,Credit,3,17,No,0
107495,Online,Travel,Same City,Debit,22,27,No,1
29816,POS,Shopping,Same City,Debit,4,28,No,0
99549,POS,Electronics,Different City,Debit,11,29,No,1
150022,Online,Fuel,International,Debit,18,11,Yes,1
22384,ATM,Shopping,Same City,Credit,12,29,No,0
175449,Online,Gaming,Same City,Debit,2,11,No,1
129795,Online,Fuel,Same City,Credit,8,6,No,0
136528,International,Shopping,Same City,Credit,20,7,Yes,1
69073,Online,Food,Same City,Debit,21,14,No,0
87372,POS,Shopping,International,Debit,23,18,Yes,0
99890,Online,Travel,Same City,Debit,8,22,No,1
96252,ATM,Fuel,Different State,Credit,10,4,No,1
188612,Online,Shopping,Same City,Credit,14,29,No,1
174746,International,Fuel,Different State,Credit,4,25,Yes,1
63790,Online,Food,Same City,Debit,2,27,No,1
189658,Online,Fuel,Different State,Debit,4,18,No,1
120886,POS,Food,Different City,Debit,1,22,No,1
195676,International,Shopping,Different City,Credit,13,25,Yes,1
55207,Online,Shopping,Same City,Credit,15,26,No,0
129940,POS,Shopping,Same City,Debit,1,14,No,1
1755,Online,Jewellery,Same City,Debit,18,6,No,0
184352,ATM,Shopping,Different State,Debit,7,5,No,1
155370,Online,Food,Different City,Credit,8,26,No,1
63216,POS,Gaming,International,Credit,5,2,Yes,1
129578,Online,Electronics,Different City,Debit,2,21,No,1
187823,Online,Jewellery,Different City,Credit,11,22,No,1
177884,International,Travel,Different City,Credit,11,23,Yes,1
97209,POS,Electronics,Same City,Debit,6,7,No,0
11293,POS,Food,Different State,Credit,12,14,No,0
121837,POS,Shopping,Different City,Credit,0,27,No,1
83127,Online,Fuel,Same City,Credit,13,25,No,1
45393,Online,Jewellery,Same City,Credit,15,4,No,0
51940,Online,Food,Same City,Debit,17,8,No,0
127642,POS,Travel,Same City,Debit,15,21,No,1
27890,Online,Food,Same City,Credit,7,16,No,0
56828,Online,Shopping,Same City,Credit,20,9,No,0
112559,POS,Gaming,Same City,Credit,11,25,No,1
33689,Online,Jewellery,Same City,Credit,13,7,No,0
85611,POS,Fuel,Different State,Debit,15,25,No,1
89427,POS,Food,Same City,Credit,10,25,No,1
60111,POS,Gaming,Different State,Credit,18,15,No,1
82271,POS,Shopping,Different City,Debit,2,16,No,1
158067,International,Jewellery,Different City,Credit,12,24,Yes,1
72506,POS,Food,Different State,Credit,7,20,No,1
93467,ATM,Travel,Same City,Credit,10,15,No,0
158637,ATM,Shopping,Different State,Credit,19,19,No,1
192361,Online,Fuel,Same City,Credit,7,25,No,1
183770,ATM,Shopping,Same City,Credit,0,0,No,1
199951,Online,Food,Different State,Debit,14,20,No,1
41250,POS,Electronics,Same City,Credit,8,6,No,0
118938,Online,Gaming,Same City,Credit,1,27,No,1
125169,Online,Food,Different City,Credit,20,13,No,0
103787,Online,Gaming,Different City,Debit,10,18,No,1
10423,ATM,Shopping,Different City,Credit,2,29,No,0
39833,Online,Shopping,Different City,Credit,11,11,No,0
108271,Online,Shopping,Same City,Credit,13,20,No,0
182181,Online,Fuel,Different State,Credit,3,24,No,1
68455,Online,Shopping,Different City,Credit,20,26,No,1
125586,Online,Shopping,Same City,Credit,4,16,No,1
101687,ATM,Electronics,Same City,Debit,15,0,No,0
182847,Online,Shopping,Same City,Credit,7,18,No,0
91688,POS,Gaming,Same City,Debit,5,12,No,1
140669,Online,Gaming,Different City,Credit,11,16,No,1
52944,ATM,Food,Same City,Debit,12,3,No,0
118497,Online,Gaming,Different City,Credit,12,6,No,1
11020,Online,Shopping,International,Credit,18,23,Yes,0
180913,POS,Fuel,Different State,Credit,1,20,No,1
148695,ATM,Fuel,Same City,Credit,0,6,No,1
87638,Online,Jewellery,Same City,Credit,12,19,No,1
128991,POS,Gaming,Different State,Debit,7,2,No,1
170,ATM,Gaming,Different State,Debit,0,9,No,0
191136,POS,Shopping,Same City,Credit,6,13,No,0
97832,Online,Food,Same City,Debit,3,9,No,1
